customerID,tenure,Contract,MonthlyCharges,InternetService,OnlineSecurity,TechSupport,ChurnProbability
9742-XOKTS,67,One year,89.55,Fiber optic,Yes,Yes,0.8465957215626285
9971-ZWPBF,34,Month-to-month,108.9,Fiber optic,No,Yes,0.8461015190338391
1544-JJMYL,27,One year,69.35,DSL,Yes,Yes,0.8460101258960225
2578-JQPHZ,44,Two year,100.1,Fiber optic,No,Yes,0.8459983011523778
2080-GKCWQ,2,Month-to-month,74.95,Fiber optic,No,No,0.8459144672163825
9214-EKVXR,1,Month-to-month,44.0,DSL,No,No,0.8456084766841409
0326-VDYXE,70,One year,97.65,Fiber optic,No,No,0.8455798949244684
4801-KFYKL,8,Month-to-month,19.45,No,No internet service,No internet service,0.8455556286293937
7883-ROJOC,19,Month-to-month,44.9,DSL,No,No,0.8453533771939967
7931-PXHFC,38,One year,62.3,DSL,No,Yes,0.8453522871309912
1173-NOEYG,27,Month-to-month,90.15,Fiber optic,No,No,0.8453495496619002
6839-ITVZJ,26,Month-to-month,60.05,DSL,No,Yes,0.8451736895701691
9084-OAYKL,58,Two year,20.8,No,No internet service,No internet service,0.8450471901415298
4067-HLYQI,33,Month-to-month,70.4,Fiber optic,No,No,0.8447858521084726
0872-JCPIB,17,Month-to-month,65.75,DSL,Yes,No,0.844755620259121
8089-UZWLX,71,Two year,104.05,Fiber optic,No,No,0.8447468351900781
3097-FQTVJ,41,Two year,20.0,No,No internet service,No internet service,0.8438611762831728
1602-IJQQE,4,Month-to-month,75.35,Fiber optic,No,No,0.8436043507967526
0685-MLYYM,2,Month-to-month,70.75,Fiber optic,No,No,0.8433136766945135
8670-ERCJH,72,Two year,113.4,Fiber optic,Yes,Yes,0.8431724166127934
1905-OEILC,1,Month-to-month,19.5,No,No internet service,No internet service,0.8431466653892747
6323-AYBRX,59,Two year,19.35,No,No internet service,No internet service,0.8431201807436417
0512-FLFDW,60,One year,100.5,Fiber optic,No,No,0.8430191658602156
3338-CVVEH,12,Month-to-month,94.55,Fiber optic,No,No,0.8428722513458314
6674-KVJHG,11,One year,25.2,No,No internet service,No internet service,0.8425374574030928
6087-MVHJH,16,Month-to-month,88.45,Fiber optic,No,No,0.8422569938909851
5318-IXUZF,2,Month-to-month,87.15,Fiber optic,No,No,0.8422569938909851
5515-RUGKN,8,Month-to-month,54.75,DSL,No,No,0.8420720765721481
3752-CQSJI,13,Month-to-month,20.45,No,No internet service,No internet service,0.8419086612744371
0557-ASKVU,18,One year,54.4,DSL,No,Yes,0.8418605516907856
5829-NVSQN,23,One year,68.75,DSL,Yes,Yes,0.841356344662171
4525-VZCZG,54,One year,105.85,Fiber optic,Yes,Yes,0.8413323180656854
1763-KUAAW,18,One year,20.35,No,No internet service,No internet service,0.8413323180656854
0354-WYROK,31,Month-to-month,98.9,Fiber optic,No,Yes,0.8412638262871408
9411-TPQQV,40,One year,54.55,DSL,Yes,Yes,0.8410024882540835
1325-USMEC,70,Two year,99.35,Fiber optic,Yes,No,0.8410024882540835
7233-PAHHL,66,Two year,84.0,DSL,Yes,Yes,0.8409362816006073
7394-FKDNK,9,Month-to-month,89.45,Fiber optic,No,No,0.8408631518671773
2453-SAFNS,54,One year,72.1,DSL,No,Yes,0.8407644355157032
2144-ESWKO,43,One year,35.2,DSL,Yes,No,0.8403731510267343
5848-FHRFC,68,Two year,20.05,No,No internet service,No internet service,0.8399214993900276
4723-BEGSG,72,Two year,86.65,DSL,Yes,Yes,0.8396802848811178
4826-TZEVA,40,Month-to-month,74.8,Fiber optic,No,No,0.839644436316084
9692-TUSXH,18,Month-to-month,96.05,Fiber optic,Yes,No,0.8394650315944722
3374-TTZTK,52,Two year,106.3,Fiber optic,Yes,Yes,0.8394517196744026
5520-FVEWJ,12,Month-to-month,84.5,Fiber optic,No,No,0.8394517196744026
6288-LBEAR,23,Month-to-month,79.1,Fiber optic,No,Yes,0.8393153248987391
9518-XXBXE,10,Month-to-month,75.3,Fiber optic,Yes,No,0.8393115662096284
6543-CPZMK,9,Month-to-month,29.95,DSL,No,No,0.8392831744889966
4607-CHPCA,25,One year,90.4,Fiber optic,No,No,0.8391188833373571
6100-FJZDG,26,One year,20.05,No,No internet service,No internet service,0.8385157909759193
8148-NLEGT,42,Two year,22.95,No,No internet service,No internet service,0.8372832075484493
1518-VOWAV,9,Month-to-month,74.65,DSL,Yes,No,0.8372710242212343
3318-ISQFQ,20,Month-to-month,19.5,No,No internet service,No internet service,0.8371187695111001
0567-XRHCU,69,Two year,43.95,DSL,Yes,No,0.8368297329067177
9398-MMQTO,3,Month-to-month,74.45,Fiber optic,No,No,0.8368297329067177
5117-ZSMHQ,71,Two year,89.9,DSL,Yes,Yes,0.8367618172053192
5451-YHYPW,72,Two year,115.75,Fiber optic,Yes,Yes,0.8362003162559836
5146-YYFRZ,67,Two year,19.95,No,No internet service,No internet service,0.8361368814292115
3768-NLUBH,57,Month-to-month,100.6,Fiber optic,No,No,0.8360165185843329
6048-QBXKL,2,Month-to-month,56.55,DSL,No,No,0.8359195724584907
2082-OJVTK,29,Month-to-month,89.2,Fiber optic,No,No,0.8357552132164059
4534-WGCIR,58,Two year,25.15,No,No internet service,No internet service,0.8357466671172363
3506-LCJDC,1,Month-to-month,19.95,No,No internet service,No internet service,0.835637781310427
4609-KNNWG,27,Two year,19.9,No,No internet service,No internet service,0.8354073956438036
7242-QZLXF,1,Month-to-month,25.3,DSL,No,No,0.8353950953069527
8180-AKMJV,1,Month-to-month,44.55,DSL,No,No,0.8352664439205257
4702-IOQDC,1,Month-to-month,70.1,Fiber optic,No,No,0.8352170587557665
2082-CEFLT,1,Month-to-month,45.6,DSL,No,No,0.8351247548399128
5298-GSTLM,60,One year,101.4,Fiber optic,Yes,No,0.8351122413297821
7209-JCUDS,10,Month-to-month,94.9,Fiber optic,No,No,0.8347413987741064
5859-HZYLF,26,Two year,19.15,No,No internet service,No internet service,0.8346698444177828
1866-OBPNR,1,Month-to-month,74.6,Fiber optic,No,No,0.8346129259485529
3870-SPZSI,70,Two year,113.05,Fiber optic,Yes,Yes,0.8346129259485529
9830-ECLEN,58,One year,50.0,DSL,Yes,No,0.8346129259485529
5014-GSOUQ,13,Two year,19.95,No,No internet service,No internet service,0.8343819652316724
9199-PWQVC,63,One year,79.7,DSL,Yes,No,0.8343573889016078
1640-PLFMP,1,Month-to-month,70.25,Fiber optic,No,No,0.8343008746892302
3205-MXZRA,26,One year,59.45,DSL,No,Yes,0.834237753344019
4335-UPJSI,24,Two year,19.75,No,No internet service,No internet service,0.8340676817383894
9589-ABEPT,69,Two year,92.45,Fiber optic,No,Yes,0.8338617941560714
8999-XXGNS,72,One year,105.75,Fiber optic,No,No,0.8336704858881028
8474-UMLNT,13,Month-to-month,67.8,DSL,Yes,Yes,0.83364316311039
9494-MRNYX,10,Month-to-month,75.05,Fiber optic,No,No,0.8336171778112511
0848-SOMKO,70,Two year,48.4,DSL,Yes,Yes,0.8335874037821838
1237-WIYYZ,18,Month-to-month,19.55,No,No internet service,No internet service,0.833426765725969
8773-HHUOZ,17,Month-to-month,64.7,DSL,No,No,0.8333604585394009
4097-YODCF,34,One year,103.8,Fiber optic,Yes,No,0.8332168088941188
2321-OMBXY,38,One year,80.3,DSL,Yes,Yes,0.8328679733285734
9209-NWPGU,44,One year,65.4,DSL,Yes,Yes,0.8328276531583897
7989-AWGEH,49,Month-to-month,39.2,DSL,Yes,No,0.8326508260071874
3096-WPXBT,61,One year,100.7,Fiber optic,Yes,No,0.8323538303276581
2162-FRZAA,63,Two year,39.35,DSL,No,Yes,0.8323043204518058
9286-DOJGF,38,Month-to-month,74.95,Fiber optic,No,No,0.8322635499942983
0235-KGSLC,1,Month-to-month,85.55,Fiber optic,No,No,0.8322580916478057
5202-IVJNU,39,Month-to-month,30.1,DSL,No,No,0.8317814888910188
8414-MYSHR,5,Month-to-month,91.4,Fiber optic,No,No,0.8317713950904748
5302-BDJNT,35,Month-to-month,95.5,Fiber optic,No,Yes,0.8315462563617182
1845-ZLLIG,1,Month-to-month,50.15,DSL,No,No,0.8313063743271395
9601-BRXPO,25,Month-to-month,104.95,Fiber optic,No,Yes,0.8310605880629193
0864-FVJNJ,64,One year,113.35,Fiber optic,Yes,Yes,0.8305400436903478
1285-OKIPP,1,Month-to-month,79.9,Fiber optic,No,No,0.8301016271541724
6609-MXJHJ,30,Two year,25.1,No,No internet service,No internet service,0.8296759988026303
3727-OWVYD,35,One year,61.2,DSL,Yes,No,0.8296423257154977
2040-OBMLJ,31,One year,81.7,Fiber optic,No,Yes,0.8294587393224448
3807-BPOMJ,55,One year,94.75,Fiber optic,Yes,No,0.8294546971682634
8069-YQQAJ,14,Month-to-month,31.1,DSL,No,No,0.8293012879741924
2595-KIWPV,27,Two year,19.7,No,No internet service,No internet service,0.8289907102521556
6771-XWBDM,57,Month-to-month,104.5,Fiber optic,No,No,0.8289907102521556
0330-BGYZE,60,One year,102.5,Fiber optic,No,No,0.82891647645213
6982-UQZLY,1,Month-to-month,20.85,No,No internet service,No internet service,0.8287861868616906
6127-IYJOZ,1,Month-to-month,45.85,DSL,No,No,0.8285995389871335
8559-CIZFV,21,One year,77.5,DSL,Yes,Yes,0.8284778441856463
8937-RDTHP,1,Month-to-month,84.6,Fiber optic,Yes,No,0.8283405939416773
5366-OBVMR,18,Month-to-month,50.3,DSL,No,Yes,0.8282803298497063
6168-YBYNP,59,Month-to-month,111.35,Fiber optic,No,Yes,0.8281117229335099
7398-HPYZQ,71,Two year,90.55,DSL,Yes,Yes,0.8281103163396588
3082-VQXNH,3,Month-to-month,29.8,DSL,No,No,0.8279637701355188
7025-WCBNE,47,Two year,59.6,DSL,No,Yes,0.8279157587376053
3104-OWCGK,60,One year,90.95,Fiber optic,No,No,0.8277337163544138
2178-PMGCJ,22,Month-to-month,69.7,Fiber optic,No,No,0.8277337163544138
6854-EXGSF,8,Month-to-month,65.5,DSL,Yes,No,0.8277126308120393
8316-BBQAY,65,Two year,59.95,DSL,Yes,Yes,0.8276072960001017
6629-LADHQ,2,Month-to-month,50.95,DSL,Yes,No,0.8274763260049153
7005-CCBKV,6,Month-to-month,84.4,Fiber optic,No,No,0.8273083133084904
6907-NZZIJ,36,Month-to-month,99.15,Fiber optic,No,No,0.8270005022447973
4939-KYYPY,27,Month-to-month,59.45,DSL,No,Yes,0.8267727863483872
4415-WNGVR,12,One year,79.2,DSL,Yes,Yes,0.8260237544212918
6240-EURKS,18,Month-to-month,35.0,DSL,No,No,0.8257898500322335
7663-CUXZB,59,Two year,113.75,Fiber optic,Yes,Yes,0.8257742557558795
1576-PFZIW,70,Two year,105.35,Fiber optic,Yes,No,0.8257444562275453
2731-GJRDG,32,One year,109.55,Fiber optic,Yes,Yes,0.8255477194525814
3365-SAIGS,17,Month-to-month,83.55,Fiber optic,No,No,0.8250283569879234
7147-AYBAA,37,Month-to-month,70.35,Fiber optic,No,No,0.8249726159760143
6496-JDSSB,8,Month-to-month,80.0,Fiber optic,No,No,0.8248179896390269
2171-UDMFD,32,Month-to-month,19.45,No,No internet service,No internet service,0.8245124951421335
1009-IRMNA,7,Month-to-month,20.0,No,No internet service,No internet service,0.8244750126183971
6217-TOWGS,17,Month-to-month,75.4,DSL,No,No,0.8243815492189457
6969-MVBAI,9,Month-to-month,90.1,Fiber optic,No,No,0.8241019261142983
6379-RXJRQ,10,Month-to-month,70.1,Fiber optic,No,No,0.8235356464807154
3688-FTHLT,16,Month-to-month,63.05,DSL,No,No,0.8231728821979991
6953-PBDIN,70,Two year,72.95,DSL,No,Yes,0.8226145566537844
9928-BZVLZ,12,Two year,49.85,DSL,Yes,Yes,0.821950095156439
2369-FEVNO,1,Month-to-month,19.9,No,No internet service,No internet service,0.821861421773765
1492-KGETH,70,One year,78.35,DSL,Yes,Yes,0.8218371250601766
2023-VQFDL,18,Month-to-month,19.0,No,No internet service,No internet service,0.8217885576323374
1660-HSOOQ,1,Month-to-month,49.65,DSL,No,No,0.8216064914959094
5937-EORGB,15,Month-to-month,96.5,Fiber optic,Yes,No,0.8215276897681061
0334-GDDSO,3,Month-to-month,81.35,Fiber optic,No,No,0.8215150350099633
1548-ARAGG,4,Month-to-month,58.5,DSL,No,Yes,0.8211929699039865
6851-WEFYX,35,Month-to-month,100.8,Fiber optic,No,No,0.8207933940205683
7016-BPGEU,29,Month-to-month,25.1,DSL,No,No,0.8207730084376463
5889-JTMUL,50,Month-to-month,95.05,Fiber optic,No,No,0.8207441613132694
9095-HFAFX,5,Month-to-month,81.0,Fiber optic,No,No,0.8206971738368348
4979-HPRFL,56,Two year,24.15,No,No internet service,No internet service,0.8206809825886577
9972-VAFJJ,53,One year,94.0,Fiber optic,No,Yes,0.8206372590267944
0550-DCXLH,13,Month-to-month,73.35,DSL,No,Yes,0.8204138200722036
7717-BICXI,60,Two year,20.55,No,No internet service,No internet service,0.8202491328149648
8232-CTLKO,66,Two year,59.75,DSL,Yes,No,0.8200673322643187
0731-EBJQB,52,One year,20.4,No,No internet service,No internet service,0.8199177600377462
3320-VEOYC,14,Month-to-month,95.6,Fiber optic,No,No,0.8199132234694964
7587-RZNME,3,Month-to-month,43.3,DSL,No,No,0.8198794918221454
2632-TACXW,62,Two year,23.65,No,No internet service,No internet service,0.8196679429250271
0730-KOAVE,30,Month-to-month,94.3,Fiber optic,Yes,No,0.8195100528419261
1697-BCSHV,58,Month-to-month,66.8,DSL,No,No,0.8194935442998553
2667-WYLWJ,8,One year,19.75,No,No internet service,No internet service,0.8194740372540934
9651-GTSAQ,53,One year,106.1,Fiber optic,Yes,No,0.8194689726473556
2227-JRSJX,21,Month-to-month,99.15,Fiber optic,No,Yes,0.8194051944681529
3068-OMWZA,1,Month-to-month,88.8,Fiber optic,No,No,0.8193888100002856
9509-MPYOD,35,One year,20.75,No,No internet service,No internet service,0.8193691807927792
6022-KOUQO,2,Month-to-month,29.05,DSL,No,Yes,0.8190480254552337
8735-IJJEG,14,Month-to-month,50.2,DSL,No,No,0.8190040042122833
3009-JWMPU,62,One year,96.75,Fiber optic,No,No,0.8189828343231621
5985-TBABQ,32,One year,74.75,DSL,Yes,No,0.8187081580118672
4706-DGAHW,1,Month-to-month,45.2,DSL,No,No,0.8186623844348921
2832-SCUCO,2,Month-to-month,19.9,No,No internet service,No internet service,0.8185050241648333
7672-VFMXZ,57,Month-to-month,55.7,DSL,Yes,Yes,0.8182341794054941
1354-YZFNB,4,Two year,19.55,No,No internet service,No internet service,0.8181493175850914
0871-URUWO,13,Month-to-month,102.25,Fiber optic,No,No,0.8178669066767038
9592-ERDKV,37,One year,79.25,DSL,Yes,No,0.8178669066767038
8894-JVDCV,62,One year,115.05,Fiber optic,Yes,Yes,0.8176585836227745
2682-KEVRP,22,One year,20.05,No,No internet service,No internet service,0.8174376396098324
5294-CDGWY,51,One year,59.3,DSL,Yes,No,0.8174190115374803
5543-QDCRY,4,Month-to-month,56.4,DSL,No,No,0.8174190115374803
6092-QZVPP,36,Month-to-month,79.2,DSL,Yes,Yes,0.817282064197596
2812-SFXMJ,1,Month-to-month,20.05,No,No internet service,No internet service,0.8172324905247443
6176-YJWAS,72,Two year,97.95,Fiber optic,Yes,No,0.8172082885840123
7982-VCELR,36,Month-to-month,94.8,Fiber optic,No,No,0.816724506414359
7134-MJPDY,66,One year,102.85,Fiber optic,No,Yes,0.8162044519882712
5804-HYIEZ,70,Month-to-month,106.05,Fiber optic,Yes,No,0.8158603540865108
4881-GQJTW,14,Month-to-month,19.6,No,No internet service,No internet service,0.8158603540865108
5875-YPQFJ,1,Month-to-month,69.9,Fiber optic,No,No,0.8158603540865108
7752-XUSCI,60,Month-to-month,105.9,Fiber optic,No,No,0.8158603540865108
2824-DXNKN,72,Two year,71.45,DSL,Yes,No,0.8154844965236382
9695-IDRZR,34,Two year,116.15,Fiber optic,Yes,Yes,0.815442967426408
5406-KGRMX,71,Two year,24.55,No,No internet service,No internet service,0.8154050468641078
5871-DGTXZ,32,One year,19.8,No,No internet service,No internet service,0.8149796770867523
4397-FRLTA,4,Month-to-month,20.15,No,No internet service,No internet service,0.8146714472051982
2706-QZIHY,15,Two year,25.2,No,No internet service,No internet service,0.8145470930398993
0463-ZSDNT,10,Month-to-month,56.75,DSL,No,No,0.8142702620251966
5766-FTRTS,72,Two year,84.45,DSL,Yes,Yes,0.8142364106653573
4445-KWOKW,42,One year,60.15,DSL,Yes,No,0.8141657720287292
8402-OOOHJ,41,Two year,20.65,No,No internet service,No internet service,0.8138199779770033
4182-BGSIQ,10,Month-to-month,19.8,No,No internet service,No internet service,0.8135963460174048
1985-MBRYP,43,Two year,19.65,No,No internet service,No internet service,0.8135327018900718
2959-EEXWB,45,Month-to-month,50.9,DSL,Yes,No,0.8134725358073073
0018-NYROU,5,Month-to-month,68.95,Fiber optic,No,No,0.8132710085398365
3223-WZWJM,26,Month-to-month,83.95,Fiber optic,No,No,0.8131825150229817
2925-MXLSX,30,One year,68.95,DSL,No,No,0.8131740023183066
4999-IEZLT,66,One year,29.45,DSL,No,Yes,0.8128383774375059
2858-MOFSQ,17,One year,55.85,DSL,No,No,0.8126199075370643
7216-EWTRS,1,Month-to-month,100.8,Fiber optic,No,No,0.8124783351052252
7169-YWAMK,72,Two year,68.4,DSL,Yes,Yes,0.8124508188692648
2311-QYMUQ,16,Month-to-month,89.45,Fiber optic,No,No,0.8123880305853965
4726-DLWQN,50,Month-to-month,70.35,DSL,Yes,No,0.8122575329384404
0795-XCCTE,72,Two year,25.4,No,No internet service,No internet service,0.8122123432952043
1184-PJVDB,10,Month-to-month,79.95,Fiber optic,No,No,0.8121724895755266
2828-SLQPF,19,Month-to-month,45.0,DSL,No,No,0.8121045810345576
2520-SGTTA,0,Two year,20.0,No,No internet service,No internet service,0.8118753411212425
4973-MGTON,71,Two year,84.4,DSL,Yes,Yes,0.8118753411212425
2842-JTCCU,2,Month-to-month,46.05,DSL,No,No,0.8118643575097925
1644-IRKSF,33,One year,93.8,Fiber optic,No,No,0.8116115022496072
3211-AAPKX,20,Month-to-month,98.55,Fiber optic,No,Yes,0.8115464307362622
7856-GANIL,45,One year,98.7,Fiber optic,No,Yes,0.8114802617453793
3904-UKFRE,4,Month-to-month,80.1,Fiber optic,Yes,No,0.8113449932165563
5343-SGUBI,52,One year,80.2,Fiber optic,No,No,0.8112828455925458
0917-EZOLA,72,Two year,104.15,Fiber optic,No,No,0.8111666037756278
2522-AHJXR,60,Month-to-month,109.45,Fiber optic,Yes,Yes,0.8109613119842867
0679-TDGAK,50,One year,75.5,DSL,Yes,Yes,0.8107330854943859
5889-LFOLL,13,Month-to-month,84.6,Fiber optic,No,No,0.8105585707378178
7206-GZCDC,1,Month-to-month,69.25,Fiber optic,No,No,0.8103947947498807
5716-EZXZN,65,Two year,99.05,Fiber optic,Yes,Yes,0.8103573375404227
2135-DQWAQ,5,Month-to-month,85.3,Fiber optic,No,No,0.8103271613105314
1635-HDGFT,19,Two year,20.5,No,No internet service,No internet service,0.8103190653355383
2418-TPEUN,56,Two year,19.8,No,No internet service,No internet service,0.8101094368566657
6047-YHPVI,5,Month-to-month,69.7,Fiber optic,No,No,0.8099508077614332
7321-ZNSLA,13,Two year,40.55,DSL,Yes,Yes,0.809723476186526
7495-OOKFY,8,Month-to-month,80.65,Fiber optic,No,No,0.8096374564049448
5174-ITUMV,67,One year,105.4,Fiber optic,No,No,0.8096325459010889
5115-GZDEL,72,Two year,67.2,DSL,Yes,Yes,0.8096031303717637
9279-CJEOJ,21,Month-to-month,95.4,Fiber optic,No,No,0.8095672720082898
6502-KUGLL,14,Month-to-month,59.45,DSL,Yes,Yes,0.8094692525510127
1580-BMCMR,19,Month-to-month,87.3,Fiber optic,Yes,No,0.8093870628354334
0576-WNXXC,27,Month-to-month,95.55,Fiber optic,No,No,0.8090700673974176
4039-HEUNW,36,Month-to-month,96.5,Fiber optic,No,No,0.8089590804661312
4274-OWWYO,1,Month-to-month,74.35,Fiber optic,No,No,0.8089542792573906
3474-BAFSJ,57,Two year,57.5,DSL,No,Yes,0.8088631144038768
9513-DXHDA,27,One year,81.7,DSL,Yes,Yes,0.8087630997756748
1493-AMTIE,1,Month-to-month,20.2,No,No internet service,No internet service,0.8083722778029113
9844-FELAJ,70,One year,107.9,Fiber optic,No,Yes,0.8081427966315542
2325-WINES,32,One year,104.05,Fiber optic,No,No,0.8079035764438435
1013-QCWAM,66,Month-to-month,100.8,Fiber optic,No,No,0.8078495032059956
7392-YYPYJ,22,Month-to-month,100.65,Fiber optic,No,No,0.8074404826837462
4830-FAXFM,19,Month-to-month,24.1,No,No internet service,No internet service,0.8074341247170183
0136-IFMYD,69,Two year,109.95,Fiber optic,No,Yes,0.8073293389201466
1779-PWPMG,72,Two year,114.65,Fiber optic,Yes,Yes,0.8069138780834787
3580-GICBM,61,Two year,24.2,No,No internet service,No internet service,0.8068221855271624
0856-NAOES,6,Month-to-month,60.9,DSL,No,No,0.806787229336997
1229-RCALF,64,One year,115.0,Fiber optic,Yes,Yes,0.806610503637678
3097-IDVPU,19,Month-to-month,50.1,DSL,No,No,0.8065643793353283
3910-MRQOY,72,Two year,19.4,No,No internet service,No internet service,0.8064835213881248
6278-FEPBZ,9,Month-to-month,20.25,No,No internet service,No internet service,0.8062479557706961
5839-SUYVZ,16,Month-to-month,74.55,Fiber optic,No,Yes,0.8061528657537521
2606-PKWJB,40,One year,40.25,DSL,Yes,Yes,0.8061008818813391
1460-UZPRJ,60,Two year,19.95,No,No internet service,No internet service,0.8060588383765348
5887-IKKYO,58,Two year,94.35,Fiber optic,No,Yes,0.8060565322541698
0475-RIJEP,43,Month-to-month,77.85,Fiber optic,No,No,0.8057401554830029
3345-JHUEO,4,Month-to-month,20.2,No,No internet service,No internet service,0.8055359160824562
5951-AOFIH,33,Month-to-month,66.4,DSL,No,No,0.8051910277080921
2609-IAICY,1,Month-to-month,77.15,Fiber optic,No,No,0.8050569518163827
1407-DIGZV,3,Two year,19.1,No,No internet service,No internet service,0.8050211094543799
2560-QTSBS,72,One year,23.3,No,No internet service,No internet service,0.8049449162219312
3966-HRMZA,3,Month-to-month,75.05,Fiber optic,No,No,0.8049223177152779
5481-NTDOH,67,One year,107.05,Fiber optic,Yes,No,0.8048977539403168
6567-HOOPW,1,Month-to-month,79.2,Fiber optic,No,No,0.8048779880533367
6563-VNPMN,45,Month-to-month,85.7,Fiber optic,Yes,Yes,0.8048779880533367
9058-HRZSV,65,Month-to-month,94.4,Fiber optic,Yes,No,0.8048075715849697
5542-TBBWB,1,Month-to-month,69.9,Fiber optic,No,No,0.8046628388620816
2519-LBNQL,60,One year,104.35,Fiber optic,No,No,0.8045675483862861
7244-KXYZN,24,One year,20.45,No,No internet service,No internet service,0.8040442732747447
7623-HKYRK,6,Month-to-month,19.7,No,No internet service,No internet service,0.8039472477396938
5320-BRKGK,58,Two year,75.8,DSL,Yes,Yes,0.8037968750263711
1032-MAELW,68,One year,78.45,DSL,Yes,Yes,0.8037933745188913
7929-SKFGK,70,Two year,114.3,Fiber optic,Yes,Yes,0.8036828899778754
7369-TRPFD,19,One year,18.8,No,No internet service,No internet service,0.8031917965675696
9769-TSBZE,70,Two year,66.0,DSL,Yes,Yes,0.8031179169487345
0096-BXERS,6,Month-to-month,50.35,DSL,No,No,0.8030338794276353
8766-PAFNE,71,Two year,79.1,DSL,No,Yes,0.8030029657882514
3154-CFSZG,47,Month-to-month,90.05,Fiber optic,Yes,No,0.8028522330779212
3143-ILDAL,56,Month-to-month,94.45,Fiber optic,No,Yes,0.8027697083332676
5382-SOYZL,22,Month-to-month,95.1,Fiber optic,No,No,0.8026862563509712
9257-AZMTZ,52,Two year,20.1,No,No internet service,No internet service,0.8026143883951794
4462-CYWMH,62,Month-to-month,89.8,Fiber optic,No,No,0.8023138638843567
4226-KKDON,8,Month-to-month,66.65,DSL,No,Yes,0.8022475377374397
1919-RTPQD,7,Month-to-month,44.75,DSL,No,No,0.8022230832473904
4647-XXZAM,6,Month-to-month,45.5,DSL,No,No,0.8021623124279216
4475-NVTLU,45,Two year,19.2,No,No internet service,No internet service,0.8021146053178717
5804-JMYIO,39,Two year,19.75,No,No internet service,No internet service,0.8018637219836657
3389-KTRXV,23,Two year,23.85,No,No internet service,No internet service,0.8017151598481876
8824-RWFXJ,3,Month-to-month,56.15,DSL,No,No,0.8015276559218465
4695-WJZUE,2,Month-to-month,88.55,Fiber optic,No,No,0.8015089475358934
7075-BNDVQ,4,Month-to-month,35.0,DSL,Yes,No,0.8014982622543252
0516-WJVXC,5,Month-to-month,54.2,DSL,Yes,Yes,0.8013845441801333
0308-GIQJT,71,One year,105.75,Fiber optic,No,Yes,0.8013216177519561
8626-PTQGE,69,Two year,60.05,DSL,Yes,Yes,0.801240054736212
9898-KZQDZ,40,Month-to-month,94.55,Fiber optic,No,No,0.8011866191310663
6924-TDGMT,11,One year,20.55,No,No internet service,No internet service,0.8011592576557927
6173-GOLSU,67,Month-to-month,94.65,Fiber optic,No,No,0.8010114292625956
0786-VSSUD,16,Month-to-month,39.0,DSL,No,No,0.8007312088094801
5995-OIGLP,12,Month-to-month,56.65,DSL,Yes,Yes,0.800607820152409
4869-EPIUS,56,One year,80.9,Fiber optic,No,No,0.8005784682857694
4299-OPXEJ,56,Two year,19.55,No,No internet service,No internet service,0.8005066386703659
3970-XGJDU,62,Two year,19.2,No,No internet service,No internet service,0.8003752730129744
0871-OPBXW,2,Month-to-month,20.05,No,No internet service,No internet service,0.800211488032679
6134-KWTBV,62,Two year,23.4,No,No internet service,No internet service,0.8001528569570776
9558-IHEZX,71,Two year,106.75,Fiber optic,Yes,No,0.8001463855211739
3969-GYXEL,11,Month-to-month,76.4,Fiber optic,Yes,No,0.7999120841827253
2988-GBIVW,70,Month-to-month,90.85,Fiber optic,Yes,No,0.7994549482302918
9717-QEBGU,2,Month-to-month,70.3,Fiber optic,No,No,0.7992667732488177
1357-BIJKI,50,One year,98.25,Fiber optic,No,No,0.7992656602658079
4884-LEVMQ,39,Two year,20.45,No,No internet service,No internet service,0.7992522054311583
9251-AWQGT,48,Two year,20.0,No,No internet service,No internet service,0.7990430734346999
7876-AEHIG,51,One year,60.15,DSL,Yes,Yes,0.7987731625814947
3253-HKOKL,52,One year,100.3,Fiber optic,Yes,No,0.798742086221954
3002-WQZWT,29,Month-to-month,74.2,Fiber optic,No,No,0.798586832868061
6624-JDRDS,6,Month-to-month,29.45,DSL,Yes,No,0.7985021499334835
7488-MXJIV,4,Month-to-month,85.65,Fiber optic,No,No,0.798407259334289
2774-LVQUS,15,Month-to-month,83.05,Fiber optic,No,Yes,0.798094393401946
6345-FZOQH,69,Two year,19.9,No,No internet service,No internet service,0.7979462908851596
2466-FCCPT,20,One year,19.7,No,No internet service,No internet service,0.7977667624449711
8221-HVAYI,35,Two year,69.15,DSL,Yes,Yes,0.7977341602877404
0459-SPZHJ,63,Two year,83.5,DSL,Yes,No,0.7977341602877404
6427-FEFIG,24,Two year,78.6,DSL,Yes,No,0.7977042210300185
3410-YOQBQ,31,Two year,79.2,DSL,No,Yes,0.7975448285507176
1265-BCFEO,71,Two year,80.45,DSL,No,Yes,0.7973289192051096
7089-XXAYG,25,One year,38.1,DSL,No,No,0.7971519358807367
4824-GUCBY,22,Month-to-month,81.7,Fiber optic,Yes,No,0.7970523274593387
4847-TAJYI,6,Month-to-month,89.35,Fiber optic,No,No,0.7970523274593387
4121-AGSIN,58,One year,24.5,No,No internet service,No internet service,0.7970523274593387
9470-XCCEM,35,Month-to-month,89.65,Fiber optic,No,No,0.7970339228828965
0491-KAPQG,21,Month-to-month,73.7,Fiber optic,No,No,0.7966157223855371
3473-XIIIT,16,Month-to-month,100.0,Fiber optic,No,No,0.7962912318919116
